Freq.	V(vout)
2.47709893335221e+006	(-1.45634316823471e+001dB,-1.35302265971542e+002°)
2.53479797968545e+006	(-1.49381073312612e+001dB,-1.36420240054167e+002°)
2.59384100945953e+006	(-1.53148657607989e+001dB,-1.37508751073589e+002°)
2.65425932807038e+006	(-1.56935450114188e+001dB,-1.38568443908090e+002°)
2.71608497011024e+006	(-1.60739941971255e+001dB,-1.39599980945210e+002°)
2.77935071635289e+006	(-1.64560730008194e+001dB,-1.40604036727244e+002°)
2.84409011113441e+006	(-1.68396511485695e+001dB,-1.41581293233596e+002°)
2.91033748013883e+006	(-1.72246078728431e+001dB,-1.42532435755624e+002°)
2.97812794859809e+006	(-1.76108313730469e+001dB,-1.43458149317828e+002°)
3.04749745991589e+006	(-1.79982182802307e+001dB,-1.44359115598780e+002°)
3.11848279472532e+006	(-1.83866731314660e+001dB,-1.45236010305865e+002°)
3.19112159039053e+006	(-1.87761078582364e+001dB,-1.46089500959349e+002°)
3.26545236096244e+006	(-1.91664412921621e+001dB,-1.46920245043346e+002°)
3.34151451759951e+006	(-1.95575986905105e+001dB,-1.47728888483719e+002°)
3.41934838946398e+006	(-1.99495112832074e+001dB,-1.48516064415635e+002°)
3.49899524510497e+006	(-2.03421158424489e+001dB,-1.49282392206336e+002°)
3.58049731433960e+006	(-2.07353542755065e+001dB,-1.50028476701551e+002°)
3.66389781064377e+006	(-2.11291732409007e+001dB,-1.50754907666805e+002°)
3.74924095406457e+006	(-2.15235237877883e+001dB,-1.51462259397603e+002°)
3.83657199466628e+006	(-2.19183610181461e+001dB,-1.52151090475099e+002°)
3.92593723652260e+006	(-2.23136437711293e+001dB,-1.52821943646294e+002°)
4.01738406226765e+006	(-2.27093343288336e+001dB,-1.53475345810108e+002°)
4.11096095821887e+006	(-2.31053981425783e+001dB,-1.54111808092786e+002°)
4.20671754008515e+006	(-2.35018035787542e+001dB,-1.54731825998033e+002°)
4.30470457927366e+006	(-2.38985216832331e+001dB,-1.55335879619022e+002°)
4.40497402980961e+006	(-2.42955259633141e+001dB,-1.55924433901049e+002°)
4.50757905588289e+006	(-2.46927921861763e+001dB,-1.56497938945024e+002°)
4.61257406003646e+006	(-2.50902981928185e+001dB,-1.57056830343266e+002°)
4.72001471201129e+006	(-2.54880237264892e+001dB,-1.57601529540268e+002°)
4.82995797826322e+006	(-2.58859502746373e+001dB,-1.58132444212061e+002°)
4.94246215216727e+006	(-2.62840609234547e+001dB,-1.58649968658767e+002°)
5.05758688492562e+006	(-2.66823402241192e+001dB,-1.59154484205690e+002°)
5.17539321719544e+006	(-2.70807740698917e+001dB,-1.59646359609032e+002°)
5.29594361145344e+006	(-2.74793495832666e+001dB,-1.60125951462918e+002°)
5.41930198511433e+006	(-2.78780550124215e+001dB,-1.60593604604963e+002°)
5.54553374442068e+006	(-2.82768796362546e+001dB,-1.61049652518079e+002°)
5.67470581912213e+006	(-2.86758136773482e+001dB,-1.61494417726655e+002°)
5.80688669796249e+006	(-2.90748482222375e+001dB,-1.61928212185545e+002°)
5.94214646499334e+006	(-2.94739751484065e+001dB,-1.62351337660677e+002°)
6.08055683673355e+006	(-2.98731870574750e+001dB,-1.62764086100293e+002°)
6.22219120019427e+006	(-3.02724772140781e+001dB,-1.63166739996100e+002°)
6.36712465178977e+006	(-3.06718394899769e+001dB,-1.63559572733795e+002°)
6.51543403715451e+006	(-3.10712683129744e+001dB,-1.63942848932573e+002°)
6.66719799188771e+006	(-3.14707586202408e+001dB,-1.64316824773399e+002°)
6.82249698324701e+006	(-3.18703058156874e+001dB,-1.64681748315906e+002°)
6.98141335281325e+006	(-3.22699057310518e+001dB,-1.65037859803920e+002°)
7.14403136014908e+006	(-3.26695545903875e+001dB,-1.65385391959646e+002°)
7.31043722747450e+006	(-3.30692489776740e+001dB,-1.65724570266668e+002°)
7.48071918538300e+006	(-3.34689858072876e+001dB,-1.66055613241923e+002°)
7.65496751962261e+006	(-3.38687622970929e+001dB,-1.66378732696887e+002°)
7.83327461896661e+006	(-3.42685759439366e+001dB,-1.66694133988231e+002°)
8.01573502419922e+006	(-3.46684245013420e+001dB,-1.67002016258233e+002°)
8.20244547824247e+006	(-3.50683059592203e+001dB,-1.67302572665250e+002°)
8.39350497745048e+006	(-3.54682185254304e+001dB,-1.67595990604581e+002°)
8.58901482409870e+006	(-3.58681606090315e+001dB,-1.67882451920040e+002°)
8.78907868009571e+006	(-3.62681308050896e+001dB,-1.68162133106585e+002°)
8.99380262194612e+006	(-3.66681278809073e+001dB,-1.68435205504342e+002°)
9.20329519699374e+006	(-3.70681507635589e+001dB,-1.68701835484358e+002°)
9.41766748097482e+006	(-3.74681985286255e+001dB,-1.68962184626415e+002°)
9.63703313691187e+006	(-3.78682703900285e+001dB,-1.69216409889255e+002°)
9.86150847537933e+006	(-3.82683656908755e+001dB,-1.69464663773507e+002°)
1.00000000000000e+007	(-3.85107004851833e+001dB,-1.69612181602014e+002°)
